,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
330,3,1,2,30.900965000000006,75.857276,Armed Assault,14,Private Citizens & Property,5,Firearms
331,3,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
332,3,1,2,31.326015,75.576183,Armed Assault,14,Private Citizens & Property,5,Firearms
333,4,1,2,23.940848000000006,91.988153,Armed Assault,14,Private Citizens & Property,5,Firearms
334,4,1,6,31.326015,75.576183,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
335,4,1,2,31.633979,74.872264,Armed Assault,19,Transportation,5,Firearms
336,4,1,9,30.954424,74.612085,Unknown,3,Police,13,Unknown
337,4,0,1,14.321944,76.72555600000003,Assassination,15,Religious Figures/Institutions,13,Unknown
338,4,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
339,5,1,2,31.633979,74.872264,Armed Assault,8,Educational Institution,5,Firearms
340,5,1,1,31.633979,74.872264,Assassination,15,Religious Figures/Institutions,13,Unknown
341,5,1,2,31.633979,74.872264,Armed Assault,15,Religious Figures/Institutions,5,Firearms
342,6,1,1,31.864464,74.955923,Assassination,2,Government (General),13,Unknown
343,6,1,9,31.633979,74.872264,Unknown,1,Business,13,Unknown
344,6,1,1,31.147131,75.34121800000001,Assassination,3,Police,5,Firearms
345,6,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
346,6,1,3,24.663717,93.906269,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
347,6,1,1,30.34,76.38,Assassination,14,Private Citizens & Property,5,Firearms
348,6,1,1,30.900965000000006,75.857276,Assassination,14,Private Citizens & Property,5,Firearms
349,6,1,2,31.633979,74.872264,Armed Assault,15,Religious Figures/Institutions,5,Firearms
350,6,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
351,6,0,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
352,6,1,2,31.633979,74.872264,Armed Assault,15,Religious Figures/Institutions,5,Firearms
353,6,1,2,31.127019,75.481773,Armed Assault,14,Private Citizens & Property,5,Firearms
354,6,1,1,31.147131,75.34121800000001,Assassination,3,Police,13,Unknown
355,7,0,1,31.326015,75.576183,Assassination,14,Private Citizens & Property,13,Unknown
356,7,1,1,31.040338,74.76029100000002,Assassination,14,Private Citizens & Property,13,Unknown
357,7,1,6,31.147131,75.34121800000001,Hostage Taking (Kidnapping),3,Police,13,Unknown
358,7,1,2,31.147131,75.34121800000001,Armed Assault,19,Transportation,5,Firearms
359,7,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,9,Melee
360,7,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),5,Firearms
361,8,1,3,28.658188,77.22740300000002,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
362,8,1,2,23.940848000000006,91.988153,Armed Assault,14,Private Citizens & Property,13,Unknown
363,9,1,1,30.733315,76.779418,Assassination,2,Government (General),5,Firearms
364,9,1,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,13,Unknown
365,9,1,1,31.633979,74.872264,Assassination,3,Police,5,Firearms
366,9,1,1,31.175476,75.93108199999998,Assassination,2,Government (General),5,Firearms
367,9,1,9,31.326015,75.576183,Unknown,14,Private Citizens & Property,13,Unknown
368,9,1,1,31.633979,74.872264,Assassination,2,Government (General),13,Unknown
369,10,1,1,28.632381,77.220004,Assassination,2,Government (General),5,Firearms
370,10,1,9,24.777916,84.530497,Unknown,14,Private Citizens & Property,13,Unknown
371,10,1,2,26.846709000000004,80.946159,Armed Assault,3,Police,5,Firearms
372,10,1,1,31.147131,75.34121800000001,Assassination,15,Religious Figures/Institutions,5,Firearms
373,10,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
374,10,1,2,28.632381,77.220004,Armed Assault,20,Unknown,5,Firearms
375,10,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
376,10,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
377,10,1,2,28.632381,77.220004,Armed Assault,20,Unknown,5,Firearms
378,10,1,9,31.147131,75.34121800000001,Unknown,15,Religious Figures/Institutions,13,Unknown
379,11,1,1,28.632381,77.220004,Assassination,2,Government (General),5,Firearms
380,11,1,9,26.158435,94.562443,Unknown,1,Business,13,Unknown
381,11,1,1,28.632381,77.220004,Assassination,14,Private Citizens & Property,13,Unknown
382,11,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
383,11,1,1,30.733315,76.779418,Assassination,3,Police,13,Unknown
384,12,1,9,31.147131,75.34121800000001,Unknown,14,Private Citizens & Property,13,Unknown
385,12,1,2,30.733315,76.779418,Armed Assault,19,Transportation,5,Firearms
386,12,1,9,31.633979,74.872264,Unknown,19,Transportation,13,Unknown
387,12,1,2,26.449923,80.331874,Armed Assault,14,Private Citizens & Property,5,Firearms
388,12,1,3,28.632381,77.220004,Bombing/Explosion,15,Religious Figures/Institutions,13,Unknown
389,12,1,9,26.350435,89.443486,Unknown,20,Unknown,13,Unknown
390,12,1,3,33.934629,75.152984,Bombing/Explosion,2,Government (General),13,Unknown
391,12,1,3,11.127123,78.656894,Bombing/Explosion,19,Transportation,13,Unknown
392,12,1,2,31.633979,74.872264,Armed Assault,14,Private Citizens & Property,5,Firearms
393,12,1,2,32.040763,75.401886,Armed Assault,14,Private Citizens & Property,5,Firearms
394,12,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
395,12,1,3,30.672393,74.755048,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
396,12,1,2,30.81646,75.17170899999998,Armed Assault,3,Police,5,Firearms
397,12,1,1,23.940848000000006,91.988153,Assassination,14,Private Citizens & Property,13,Unknown
398,12,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),13,Unknown
399,12,1,1,27.961391,73.455414,Assassination,20,Unknown,5,Firearms
400,12,1,9,31.633979,74.872264,Unknown,1,Business,13,Unknown
401,12,1,1,28.632381,77.220004,Assassination,20,Unknown,5,Firearms
402,12,0,3,13.08268,80.270718,Bombing/Explosion,19,Transportation,13,Unknown
403,12,1,1,28.632381,77.220004,Assassination,14,Private Citizens & Property,13,Unknown
404,1,1,9,28.632381,77.220004,Unknown,3,Police,13,Unknown
405,1,1,9,13.08268,80.270718,Unknown,19,Transportation,13,Unknown
406,1,1,9,13.08268,80.270718,Unknown,19,Transportation,13,Unknown
407,1,1,9,28.632381,77.220004,Unknown,6,Airports & Aircraft,13,Unknown
408,1,0,1,31.057879,76.300042,Assassination,20,Unknown,13,Unknown
409,1,1,9,28.632381,77.220004,Unknown,3,Police,13,Unknown
410,1,1,1,26.200605,92.937574,Assassination,2,Government (General),5,Firearms
411,1,1,1,31.147131,75.34121800000001,Assassination,20,Unknown,5,Firearms
412,1,1,1,31.147131,75.34121800000001,Assassination,20,Unknown,5,Firearms
413,1,1,1,31.147131,75.34121800000001,Assassination,20,Unknown,5,Firearms
414,1,1,1,31.147131,75.34121800000001,Assassination,20,Unknown,5,Firearms
415,1,1,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,5,Firearms
416,1,1,1,30.733315,76.779418,Assassination,14,Private Citizens & Property,5,Firearms
417,1,1,1,28.632381,77.220004,Assassination,14,Private Citizens & Property,5,Firearms
418,1,1,1,28.658188,77.22740300000002,Assassination,3,Police,13,Unknown
419,1,1,2,30.733315,76.779418,Armed Assault,14,Private Citizens & Property,5,Firearms
420,1,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
421,1,1,1,31.147131,75.34121800000001,Assassination,2,Government (General),5,Firearms
422,1,0,9,13.08268,80.270718,Unknown,19,Transportation,13,Unknown
423,1,1,1,30.733315,76.779418,Assassination,2,Government (General),5,Firearms
424,1,1,2,31.147131,75.34121800000001,Armed Assault,8,Educational Institution,5,Firearms
425,2,1,9,31.147131,75.34121800000001,Unknown,14,Private Citizens & Property,13,Unknown
426,2,1,2,31.147131,75.34121800000001,Armed Assault,3,Police,8,Incendiary
427,2,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
428,2,1,1,31.147131,75.34121800000001,Assassination,22,Violent Political Party,5,Firearms
429,2,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
430,2,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
431,3,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
432,3,1,2,31.147131,75.34121800000001,Armed Assault,14,Private Citizens & Property,5,Firearms
433,3,1,1,31.633979,74.872264,Assassination,15,Religious Figures/Institutions,9,Melee
434,3,1,3,13.08268,80.270718,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
435,4,1,2,31.633979,74.872264,Armed Assault,14,Private Citizens & Property,5,Firearms
436,4,0,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
437,4,1,2,30.422689,75.430103,Armed Assault,14,Private Citizens & Property,5,Firearms
438,4,1,2,32.040763,75.401886,Armed Assault,4,Military,5,Firearms
439,5,1,1,31.305986,75.63972,Assassination,3,Police,5,Firearms
440,6,1,3,31.326015,75.576183,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
441,6,1,2,31.638549,75.135566,Armed Assault,3,Police,5,Firearms
442,6,1,1,31.633979,74.872264,Assassination,15,Religious Figures/Institutions,5,Firearms
443,6,1,1,30.900965000000006,75.857276,Assassination,15,Religious Figures/Institutions,5,Firearms
444,6,1,3,28.632381,77.220004,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
445,6,1,3,28.632381,77.220004,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
446,6,1,3,28.632381,77.220004,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
447,6,1,2,28.632381,77.220004,Armed Assault,2,Government (General),5,Firearms
448,6,0,2,30.672393,74.755048,Armed Assault,3,Police,5,Firearms
449,6,1,1,28.632381,77.220004,Assassination,14,Private Citizens & Property,5,Firearms
450,6,1,1,28.632381,77.220004,Assassination,14,Private Citizens & Property,5,Firearms
451,6,1,1,31.731389,75.181944,Assassination,15,Religious Figures/Institutions,5,Firearms
452,6,1,1,28.632381,77.220004,Assassination,22,Violent Political Party,5,Firearms
453,6,0,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
454,6,0,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,5,Firearms
455,6,1,3,27.036007,88.262675,Bombing/Explosion,22,Violent Political Party,6,Explosives/Bombs/Dynamite
456,6,1,3,27.036007,88.262675,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
457,6,1,3,27.036007,88.262675,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
458,6,1,3,27.036007,88.262675,Bombing/Explosion,6,Airports & Aircraft,6,Explosives/Bombs/Dynamite
459,6,1,3,27.036007,88.262675,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
460,6,1,3,27.036007,88.262675,Bombing/Explosion,16,Telecommunication,6,Explosives/Bombs/Dynamite
461,6,1,3,27.036007,88.262675,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
462,6,1,3,27.036007,88.262675,Bombing/Explosion,21,Utilities,6,Explosives/Bombs/Dynamite
463,6,1,7,27.036007,88.262675,Facility/Infrastructure Attack,1,Business,5,Firearms
464,6,1,7,27.036007,88.262675,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary
465,6,1,7,27.036007,88.262675,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary
466,6,1,7,27.036007,88.262675,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary
467,6,1,7,27.036007,88.262675,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary
468,6,0,7,27.036007,88.262675,Facility/Infrastructure Attack,1,Business,8,Incendiary
469,6,1,2,27.036007,88.262675,Armed Assault,3,Police,5,Firearms
470,6,1,2,26.882138,88.278851,Armed Assault,2,Government (General),5,Firearms
471,6,1,2,26.882138,88.278851,Armed Assault,2,Government (General),5,Firearms
472,6,1,1,31.513241,75.983333,Assassination,3,Police,5,Firearms
473,6,1,1,30.954424,74.612085,Assassination,3,Police,5,Firearms
474,6,1,1,,,Assassination,1,Business,5,Firearms
475,6,1,7,26.882138,88.278851,Facility/Infrastructure Attack,21,Utilities,5,Firearms
476,7,1,2,31.84,74.76,Armed Assault,15,Religious Figures/Institutions,5,Firearms
477,7,1,2,30.733315,76.779418,Armed Assault,19,Transportation,5,Firearms
478,7,1,2,31.147131,75.34121800000001,Armed Assault,19,Transportation,5,Firearms
479,7,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
480,7,1,2,31.51655,75.28896999999998,Armed Assault,2,Government (General),5,Firearms
481,7,1,3,28.984462,77.706414,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
482,7,1,2,21.36105,78.53236600000002,Armed Assault,14,Private Citizens & Property,5,Firearms
483,7,1,2,25.935728,82.08292900000002,Armed Assault,3,Police,5,Firearms
484,7,1,2,30.34,76.38,Armed Assault,14,Private Citizens & Property,5,Firearms
485,7,1,9,30.756873,76.627553,Unknown,14,Private Citizens & Property,13,Unknown
486,7,1,1,25.47283,82.570528,Assassination,2,Government (General),5,Firearms
487,7,1,1,22.612097,70.95645400000002,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
488,7,0,3,28.658188,77.22740300000002,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
489,7,0,3,28.658188,77.22740300000002,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
490,7,1,2,31.147131,75.34121800000001,Armed Assault,3,Police,5,Firearms
491,7,1,1,28.658188,77.22740300000002,Assassination,2,Government (General),5,Firearms
492,7,1,1,28.658188,77.22740300000002,Assassination,2,Government (General),5,Firearms
493,7,0,3,28.658188,77.22740300000002,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
494,7,1,1,28.658188,77.22740300000002,Assassination,22,Violent Political Party,5,Firearms
495,7,1,1,28.658188,77.22740300000002,Assassination,22,Violent Political Party,5,Firearms
496,8,1,2,31.633979,74.872264,Armed Assault,14,Private Citizens & Property,5,Firearms
497,8,1,2,31.767153000000004,74.860947,Armed Assault,14,Private Citizens & Property,5,Firearms
498,8,1,3,27.036007,88.262675,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
499,8,1,3,22.572646,88.363895,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
500,8,1,3,28.632381,77.220004,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
501,8,1,1,31.555,75.265556,Assassination,14,Private Citizens & Property,5,Firearms
502,8,1,1,31.103949,77.455318,Assassination,1,Business,5,Firearms
503,8,1,1,31.234401,76.505465,Assassination,14,Private Citizens & Property,9,Melee
504,8,1,1,30.424444,77.758889,Assassination,2,Government (General),5,Firearms
505,8,1,2,18.107428,77.447009,Armed Assault,14,Private Citizens & Property,5,Firearms
506,8,1,3,31.22402,75.770801,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
507,8,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
508,8,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
509,8,1,1,30.900965000000006,75.857276,Assassination,2,Government (General),5,Firearms
510,8,1,1,29.928467,73.871423,Assassination,3,Police,5,Firearms
511,8,1,1,29.928467,73.871423,Assassination,3,Police,5,Firearms
512,8,1,1,29.928467,73.871423,Assassination,3,Police,5,Firearms
513,8,1,2,30.733315,76.779418,Armed Assault,3,Police,5,Firearms
514,8,1,2,31.864464,74.955923,Armed Assault,4,Military,5,Firearms
515,8,1,2,28.658188,77.22740300000002,Armed Assault,3,Police,5,Firearms
516,9,1,2,32.040763,75.401886,Armed Assault,14,Private Citizens & Property,5,Firearms
517,9,1,1,31.660681,75.12243000000002,Assassination,3,Police,5,Firearms
518,9,1,2,31.345599,74.692032,Armed Assault,3,Police,5,Firearms
519,9,1,1,31.2571,75.7609,Assassination,14,Private Citizens & Property,5,Firearms
520,9,1,3,32.040763,75.401886,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
521,9,1,9,30.685679,75.094003,Unknown,3,Police,13,Unknown
522,9,1,2,31.633979,74.872264,Armed Assault,15,Religious Figures/Institutions,5,Firearms
523,9,1,2,31.326015,75.576183,Armed Assault,1,Business,5,Firearms
524,9,0,1,31.613911,74.856927,Assassination,1,Business,5,Firearms
525,9,1,1,31.613911,74.856927,Assassination,1,Business,5,Firearms
526,9,1,1,28.960965,79.515377,Assassination,14,Private Citizens & Property,5,Firearms
527,9,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,13,Unknown
528,9,1,2,31.432514,75.655905,Armed Assault,14,Private Citizens & Property,5,Firearms
529,9,1,1,31.633979,74.872264,Assassination,1,Business,5,Firearms
530,9,1,2,22.169722,74.916389,Armed Assault,14,Private Citizens & Property,5,Firearms
531,10,1,2,31.84,74.76,Armed Assault,3,Police,5,Firearms
532,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
533,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
534,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
535,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
536,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
537,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
538,10,1,1,31.147131,75.34121800000001,Assassination,14,Private Citizens & Property,5,Firearms
539,10,1,1,31.147131,75.34121800000001,Assassination,3,Police,9,Melee
540,10,1,2,13.00807,77.570329,Armed Assault,14,Private Citizens & Property,5,Firearms
541,10,1,2,,,Armed Assault,14,Private Citizens & Property,5,Firearms
542,10,1,1,,,Assassination,2,Government (General),5,Firearms
543,10,1,1,31.225925,75.35069200000002,Assassination,14,Private Citizens & Property,5,Firearms
544,10,1,2,30.829115,75.63972,Armed Assault,3,Police,5,Firearms
545,10,1,1,31.305986,75.63972,Assassination,15,Religious Figures/Institutions,9,Melee
546,10,1,2,31.819789,75.692805,Armed Assault,14,Private Citizens & Property,5,Firearms
547,10,1,2,28.632381,77.220004,Armed Assault,3,Police,5,Firearms
548,10,1,2,23.940848000000006,91.988153,Armed Assault,14,Private Citizens & Property,5,Firearms
549,10,1,2,28.632381,77.220004,Armed Assault,14,Private Citizens & Property,5,Firearms
550,10,1,2,28.658188,77.22740300000002,Armed Assault,14,Private Citizens & Property,5,Firearms
551,10,1,1,,,Assassination,14,Private Citizens & Property,5,Firearms
552,10,1,1,31.326015,75.576183,Assassination,2,Government (General),5,Firearms
553,11,1,2,30.678437,75.291653,Armed Assault,14,Private Citizens & Property,5,Firearms
554,11,1,2,30.795441,77.069611,Armed Assault,3,Police,5,Firearms
555,11,1,2,,,Armed Assault,14,Private Citizens & Property,9,Melee
556,11,1,1,31.633979,74.872264,Assassination,15,Religious Figures/Institutions,13,Unknown
